-9.40691521637671	-1.3860152401446646
-9.40691521637671	-1.3860152401446646
-9.40691521637671	-1.3860152401446646
-9.40691521637671	-1.3860152401446646
-9.40691521637671	-1.3860152401446646
-9.40691521637671	-1.3860152401446646
-9.40691521637671	-1.3860152401446646
-9.40691521637671	-1.3860152401446646
-9.40691521637671	-1.3860152401446646
-9.40691521637671	-1.3860152401446646
-9.40691521637671	-1.3860152401446646
-9.40691521637671	-1.3860152401446646
-9.111413120065102	-1.2446226916045227
-9.111413120065102	-1.2446226916045227
-9.433667161795984	-1.0921514920734645
-9.581534978884003	-1.3178045346237632
-9.581534978884003	-1.3178045346237632
-9.581534978884003	-1.3178045346237632
-9.581534978884003	-1.3178045346237632
-9.581534978884003	-1.3178045346237632
-9.581534978884003	-1.3178045346237632
-9.581534978884003	-1.3178045346237632
-9.581534978884003	-1.3178045346237632
-9.581534978884003	-1.3178045346237632
-9.581534978884003	-1.3178045346237632
-9.581534978884003	-1.3178045346237632
-9.581534978884003	-1.3178045346237632
-8.733074376707084	-1.5808435066836948
-8.733074376707084	-1.5808435066836948
-8.733074376707084	-1.5808435066836948
-8.733074376707084	-1.5808435066836948
-8.733074376707084	-1.5808435066836948
-9.38052698601292	-1.4323419812916063
-9.38052698601292	-1.4323419812916063
-8.76940911941411	-0.8842839460812135
-8.76940911941411	-0.8842839460812135
-8.76940911941411	-0.8842839460812135
-8.76940911941411	-0.8842839460812135
-9.844576176028113	-1.8097447379799876
-9.844576176028113	-1.8097447379799876
-9.844576176028113	-1.8097447379799876
-9.470939059503676	-0.9661879951014063
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.6759910560225	-0.9378279098446183
-9.37621769550793	-0.9744606858620675
-9.307163661002672	-2.303482045764545
-9.307163661002672	-2.303482045764545
-9.307163661002672	-2.303482045764545
-9.519871965197837	-2.043954802070836
-9.944931763218557	-1.3257103809802033
-9.944931763218557	-1.3257103809802033
-9.944931763218557	-1.3257103809802033
-9.944931763218557	-1.3257103809802033
-9.944931763218557	-1.3257103809802033
-9.944931763218557	-1.3257103809802033
-9.307327887755926	-1.2926654391099455
-9.307327887755926	-1.2926654391099455
-9.307327887755926	-1.2926654391099455
-9.307327887755926	-1.2926654391099455
-9.759507561719238	-1.1540134927855865
-9.720099958767708	-1.4517148876176713
-9.720099958767708	-1.4517148876176713
-9.720099958767708	-1.4517148876176713
-9.720099958767708	-1.4517148876176713
-9.720099958767708	-1.4517148876176713
-9.720099958767708	-1.4517148876176713
-9.720099958767708	-1.4517148876176713
-9.720099958767708	-1.4517148876176713
-9.720099958767708	-1.4517148876176713
-9.460119697527885	-1.9558410858451525
-9.460119697527885	-1.9558410858451525
-9.32096928777789	-1.1426400553613447
-9.32096928777789	-1.1426400553613447
-9.58639072866293	-1.9008171397807962
-9.58639072866293	-1.9008171397807962
-9.58639072866293	-1.9008171397807962
-9.417095725413391	-1.8576827537563694
-9.417095725413391	-1.8576827537563694
